id,name,aliases,family,data_shape,shape_label,origin_code,origin,universality,depth_tier,areas,subject_tags,tools,sibling_count,siblings
P480,Fermi surface plot,,"F22 Physics, chem & materials",S29,Three-dimensional structure or spatial coordinates,D,Data-driven,niche,stub,PE,condensed-matter,IFermi; XCrySDen; FermiSurfer,16,Ramachandran plot;Molecular docking pose figure;Predicted aligned error plot;RMSD / RMSF trajectory plot;Protein domain architecture diagram;ORTEP thermal ellipsoid plot;Electron density difference map;Electronic band structure plot;Brillouin zone diagram;Gait analysis / motion capture stick figure;Cortical surface render;DTI tractography render;Protein structure cartoon;2-D ligand interaction dia
P481,Brillouin zone diagram,,"F22 Physics, chem & materials",S29,Three-dimensional structure or spatial coordinates,D,Data-driven,domain-signature,standard,PE,condensed-matter;crystallography,seekpath; XCrySDen,16,Ramachandran plot;Molecular docking pose figure;Predicted aligned error plot;RMSD / RMSF trajectory plot;Protein domain architecture diagram;ORTEP thermal ellipsoid plot;Electron density difference map;Electronic band structure plot;Gait analysis / motion capture stick figure;Cortical surface render;DTI tractography render;Protein structure cartoon;2-D ligand interaction diagram;pLDDT-coloured str
P482,Reaction coordinate diagram,potential energy surface profile,"F22 Physics, chem & materials",S03,Two continuous variables,D,Data-driven,domain-signature,standard,PE,chem-physical;catalysis,matplotlib; ChemDraw; energydiagram (py),56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Keeling plot;Climograph;Flow cy
P483,Molecular orbital diagram,,"F22 Physics, chem & materials",S27,Schematic (no data),C,Conceptual / schematic,domain-signature,standard,PE,chem-inorganic;chem-physical,ChemDraw; hand-drawn,25,Flow chart;Directed acyclic graph;Jablonski diagram;Feynman diagram;Energy level diagram;Ishikawa diagram;Experimental design schematic;Mechanism / signalling pathway cartoon;Anatomical / physiological diagram;Causal loop diagram;Logic model / theory of change;Conceptual framework diagram;Engineering drawing / CAD orthographic view;Free-body diagram;Bathtub curve;Ray diagram;Geological cross-secti
P484,Jablonski diagram,,"F22 Physics, chem & materials",S27,Schematic (no data),C,Conceptual / schematic,domain-signature,standard,PE;LS,optics-photonics;biophysics,ChemDraw; TikZ,25,Flow chart;Directed acyclic graph;Molecular orbital diagram;Feynman diagram;Energy level diagram;Ishikawa diagram;Experimental design schematic;Mechanism / signalling pathway cartoon;Anatomical / physiological diagram;Causal loop diagram;Logic model / theory of change;Conceptual framework diagram;Engineering drawing / CAD orthographic view;Free-body diagram;Bathtub curve;Ray diagram;Geological cro
P485,Feynman diagram,,"F22 Physics, chem & materials",S27,Schematic (no data),C,Conceptual / schematic,domain-signature,standard,PE,particle-nuclear;quantum,TikZ-Feynman; JaxoDraw; FeynGame,25,Flow chart;Directed acyclic graph;Molecular orbital diagram;Jablonski diagram;Energy level diagram;Ishikawa diagram;Experimental design schematic;Mechanism / signalling pathway cartoon;Anatomical / physiological diagram;Causal loop diagram;Logic model / theory of change;Conceptual framework diagram;Engineering drawing / CAD orthographic view;Free-body diagram;Bathtub curve;Ray diagram;Geological c
P486,Energy level diagram,term scheme; Grotrian diagram,"F22 Physics, chem & materials",S27,Schematic (no data),C,Conceptual / schematic,domain-signature,standard,PE,quantum;optics-photonics,TikZ; matplotlib,25,Flow chart;Directed acyclic graph;Molecular orbital diagram;Jablonski diagram;Feynman diagram;Ishikawa diagram;Experimental design schematic;Mechanism / signalling pathway cartoon;Anatomical / physiological diagram;Causal loop diagram;Logic model / theory of change;Conceptual framework diagram;Engineering drawing / CAD orthographic view;Free-body diagram;Bathtub curve;Ray diagram;Geological cross-
P487,Arrhenius plot,ln k vs 1/T,"F22 Physics, chem & materials",S03,Two continuous variables,D,Data-driven,domain-signature,standard,PE;LS,chem-physical;catalysis,ggplot2; scipy,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Keeling plot;Climo
P488,Eyring plot,,"F22 Physics, chem & materials",S03,Two continuous variables,D,Data-driven,niche,stub,PE,chem-physical,ggplot2; scipy,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P489,Van 't Hoff plot,,"F22 Physics, chem & materials",S03,Two continuous variables,D,Data-driven,domain-signature,standard,PE,chem-physical;thermodynamics,ggplot2; scipy,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Keeling plot;Climogr
P490,Tafel plot,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),D,Data-driven,niche,stub,PE,electrochemistry,ggplot2; EC-Lab,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Cyclic voltammogram;Differential c
P491,Cyclic voltammogram,CV curve,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",niche,deep,PE,electrochemistry,EC-Lab; NOVA; echem (py); cyclicvoltammetry,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Differential capacity p
P492,Electrochemical impedance Nyquist plot,EIS Nyquist plot,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,electrochemistry;energy,impedance.py; ZView; EC-Lab,23,Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity plot;Creep curve;Bea
P493,Galvanostatic charge-discharge curve,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,energy;electrochemistry,EC-Lab; BioLogic; navani,23,Electrochemical impedance Nyquist plot;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity plot;Creep curve;B
P494,Differential capacity plot,dQ/dV plot,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),D,Data-driven,niche,stub,PE,energy,navani; ggplot2,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Cre
P495,Ragone plot,energy vs power density,"F22 Physics, chem & materials",S01,One continuous variable,D,Data-driven,niche,stub,PE,energy,ggplot2; matplotlib,44,Histogram;Density plot;Empirical CDF plot;Q-Q plot;Stem-and-leaf plot;Rug plot;Frequency polygon;Normal probability plot;Pareto chart;Spike histogram;Histogram with fitted distribution overlay;Cumulative frequency curve;GWAS Q-Q plot;Mutational signature plot;Sequence logo;Alpha diversity plot;Rarefaction curve;Species accumulation curve;Rank-abundance curve;Stratigraphic column;Gutenberg-Richter 
P496,Stress-strain curve,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,deep,PE,materials;mech-engineering,Instron Bluehill; MATLAB; ggplot2,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity p
P497,S-N curve,Wohler curve; fatigue curve,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),D,Data-driven,domain-signature,standard,PE,materials;mech-engineering,ggplot2; fatpack,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential 
P498,Creep curve,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",niche,stub,PE,materials,Origin; ggplot2,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Dif
P499,Nanoindentation load-displacement curve,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,materials;nanoscience,Hysitron TriboScan; NanoIndent,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity plot;Creep curve;Beam
P500,TGA thermogram,thermogravimetric curve,"F22 Physics, chem & materials",S19,Spectrum (intensity vs ordered index),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,materials;polymers,TA Universal Analysis; Origin,39,Power spectral density plot;Wavelet scalogram;Waterfall plot (stacked traces);Spectral index map;Optical absorption spectrum;Fluorescence emission/excitation spectrum;Excitation-emission matrix contour;Infrared / FTIR spectrum;Raman spectrum;Circular dichroism spectrum;1-D NMR spectrum;Mass spectrum;MS/MS annotated fragment spectrum;Mirror plot (spectral match);Total ion chromatogram;Extracted ion
P501,DSC thermogram,differential scanning calorimetry curve,"F22 Physics, chem & materials",S19,Spectrum (intensity vs ordered index),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE;LS,polymers;biophysics,TA Universal Analysis; Origin; NanoAnalyze,39,Power spectral density plot;Wavelet scalogram;Waterfall plot (stacked traces);Spectral index map;Optical absorption spectrum;Fluorescence emission/excitation spectrum;Excitation-emission matrix contour;Infrared / FTIR spectrum;Raman spectrum;Circular dichroism spectrum;1-D NMR spectrum;Mass spectrum;MS/MS annotated fragment spectrum;Mirror plot (spectral match);Total ion chromatogram;Extracted ion
P502,DMA curve,storage/loss modulus vs temperature,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,polymers;materials,TA Universal Analysis,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential 
P503,Rheogram,flow curve; viscosity curve,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,polymers;chem-engineering,RheoCompass; TRIOS,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential
P504,BET adsorption isotherm,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,materials;catalysis,pyGAPS; ASAP software,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity plot;
P505,Langmuir / Freundlich isotherm fit,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),D,Data-driven,domain-signature,standard,PE;EE,chem-engineering;environmental-sci,pyGAPS; ggplot2; drc,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity plot;Creep curve
P506,Breakthrough curve,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE;EE,chem-engineering;hydrology,ggplot2; CXTFIT,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity 
P507,Psychrometric chart,,"F22 Physics, chem & materials",S31,Reference chart or state-space diagram,D,Data-driven,domain-signature,standard,PE,chem-engineering;energy,psychrolib; CoolProp; HAsPsychroChart,11,Smith chart;Phase diagram (thermodynamic);Pourbaix diagram;Ellingham diagram;Mollier diagram;Moody chart;Ashby chart;Koppen climate classification map;T-s and P-v diagrams;Chart of nuclides;Hjulstrom / Shields diagram
P508,Mollier diagram,h-s diagram,"F22 Physics, chem & materials",S31,Reference chart or state-space diagram,D,Data-driven,domain-signature,standard,PE,thermodynamics;energy,CoolProp; pyromat,11,Smith chart;Phase diagram (thermodynamic);Pourbaix diagram;Ellingham diagram;Psychrometric chart;Moody chart;Ashby chart;Koppen climate classification map;T-s and P-v diagrams;Chart of nuclides;Hjulstrom / Shields diagram
P509,T-s and P-v diagrams,,"F22 Physics, chem & materials",S31,Reference chart or state-space diagram,D,Data-driven,niche,stub,PE,thermodynamics,CoolProp; pyromat,11,Smith chart;Phase diagram (thermodynamic);Pourbaix diagram;Ellingham diagram;Psychrometric chart;Mollier diagram;Moody chart;Ashby chart;Koppen climate classification map;Chart of nuclides;Hjulstrom / Shields diagram
P510,Moody chart,,"F22 Physics, chem & materials",S31,Reference chart or state-space diagram,D,Data-driven,domain-signature,standard,PE,fluid-dynamics;civil-engineering,fluids (py); ggplot2,11,Smith chart;Phase diagram (thermodynamic);Pourbaix diagram;Ellingham diagram;Psychrometric chart;Mollier diagram;Ashby chart;Koppen climate classification map;T-s and P-v diagrams;Chart of nuclides;Hjulstrom / Shields diagram
P511,Pump / fan performance curve,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),D,Data-driven,domain-signature,standard,PE,mech-engineering;chem-engineering,fluids (py); ggplot2,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity plot;Creep
P512,Magnetic hysteresis loop,B-H loop; M-H curve,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,condensed-matter;materials,VSM/SQUID software; Origin,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity plot;C
P513,I-V curve (semiconductor),current-voltage characteristic,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,elec-engineering;condensed-matter,Keithley; LabVIEW; matplotlib,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity plot;Cr
P514,J-V curve (solar cell),photovoltaic characteristic with fill factor,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,energy;optics-photonics,pvlib; Origin,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Differential capacity plot
P515,EQE / IPCE spectrum,,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,energy;optics-photonics,Origin; matplotlib,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);Tafel plot;Cyclic voltammogram;Differential capacity p
P516,Ashby chart,material property selection map,"F22 Physics, chem & materials",S31,Reference chart or state-space diagram,D,Data-driven,domain-signature,deep,PE,materials;mech-engineering,CES EduPack/Granta; ggplot2,11,Smith chart;Phase diagram (thermodynamic);Pourbaix diagram;Ellingham diagram;Psychrometric chart;Mollier diagram;Moody chart;Koppen climate classification map;T-s and P-v diagrams;Chart of nuclides;Hjulstrom / Shields diagram
P517,Chart of nuclides,Segre chart,"F22 Physics, chem & materials",S31,Reference chart or state-space diagram,D,Data-driven,niche,stub,PE,particle-nuclear,nuclear-chart tools; matplotlib,11,Smith chart;Phase diagram (thermodynamic);Pourbaix diagram;Ellingham diagram;Psychrometric chart;Mollier diagram;Moody chart;Ashby chart;Koppen climate classification map;T-s and P-v diagrams;Hjulstrom / Shields diagram
P518,Dalitz plot,,"F22 Physics, chem & materials",S03,Two continuous variables,D,Data-driven,niche,stub,PE,particle-nuclear,ROOT; matplotlib,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P519,Invariant mass histogram,bump hunt plot,"F22 Physics, chem & materials",S01,One continuous variable,D,Data-driven,niche,stub,PE,particle-nuclear,ROOT; matplotlib; hist (py),44,Histogram;Density plot;Empirical CDF plot;Q-Q plot;Stem-and-leaf plot;Rug plot;Frequency polygon;Normal probability plot;Pareto chart;Spike histogram;Histogram with fitted distribution overlay;Cumulative frequency curve;GWAS Q-Q plot;Mutational signature plot;Sequence logo;Alpha diversity plot;Rarefaction curve;Species accumulation curve;Rank-abundance curve;Stratigraphic column;Gutenberg-Richter 
P520,Brazil band plot,exclusion limit plot,"F22 Physics, chem & materials",S03,Two continuous variables,D,Data-driven,niche,stub,PE,particle-nuclear,ROOT; pyhf,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P521,Ray diagram,,"F22 Physics, chem & materials",S27,Schematic (no data),C,Conceptual / schematic,niche,stub,PE,optics-photonics,TikZ; raytracing (py),25,Flow chart;Directed acyclic graph;Molecular orbital diagram;Jablonski diagram;Feynman diagram;Energy level diagram;Ishikawa diagram;Experimental design schematic;Mechanism / signalling pathway cartoon;Anatomical / physiological diagram;Causal loop diagram;Logic model / theory of change;Conceptual framework diagram;Engineering drawing / CAD orthographic view;Free-body diagram;Bathtub curve;Geologic
P522,Beam profile map,intensity cross-section,"F22 Physics, chem & materials",S30,Characteristic curve (measured response vs a controlled variable),H,"Hybrid (instrument output, software-rendered)",niche,stub,PE,optics-photonics,BeamGage; matplotlib,23,Electrochemical impedance Nyquist plot;Galvanostatic charge-discharge curve;Stress-strain curve;S-N curve;Nanoindentation load-displacement curve;DMA curve;Rheogram;BET adsorption isotherm;Langmuir / Freundlich isotherm fit;Breakthrough curve;Pump / fan performance curve;Magnetic hysteresis loop;I-V curve (semiconductor);J-V curve (solar cell);EQE / IPCE spectrum;Tafel plot;Cyclic voltammogram;Dif
P523,Interferogram,,"F22 Physics, chem & materials",S21,Image or raster grid,H,"Hybrid (instrument output, software-rendered)",domain-signature,standard,PE,optics-photonics;metrology,Zygo MetroPro; matplotlib,17,Spectrogram;Thermal / infrared camera image;fMRI statistical parametric map;Kymograph;Multiplexed tissue imaging figure;PIV vector field;Industrial CT slice / 3-D render;MRI image;PET / SPECT uptake image;OCT retinal scan;Micro-CT reconstruction;Small-animal MRI / preclinical MRI;Behavioural tracking heatmap;Glass brain plot;Cortical thickness / morphometry map;Spatial feature plot;CT slice / MPR 
P524,Hertzsprung-Russell diagram,HR diagram,F23 Astronomy & space,S03,Two continuous variables,D,Data-driven,niche,deep,EE,astronomy,astropy; matplotlib; TOPCAT,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P525,Colour-magnitude diagram,CMD,F23 Astronomy & space,S03,Two continuous variables,D,Data-driven,niche,stub,EE,astronomy,astropy; TOPCAT,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P526,Colour-colour diagram,,F23 Astronomy & space,S03,Two continuous variables,D,Data-driven,niche,stub,EE,astronomy,astropy; TOPCAT,56,Marginal histogram plot;Scatter plot;Bubble chart;Van Krevelen diagram;Heat scatter / density scatter;Volcano plot;Pearce discrimination diagram;Bode plot;Pole-zero plot;Reaction coordinate diagram;Arrhenius plot;Van 't Hoff plot;Well log plot;Pollen diagram;Microfossil stratigraphic diagram;Age-depth model plot;Tree-ring chronology plot;Ice core isotope depth profile;Stable isotope cross plot;Kee
P527,Light curve,,F23 Astronomy & space,S08,Time series,D,Data-driven,niche,deep,EE,astronomy,lightkurve; astropy; juliet,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P528,Phase-folded light curve,,F23 Astronomy & space,S08,Time series,D,Data-driven,niche,stub,EE,astronomy,lightkurve; astropy,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P529,Transit light curve with model fit,,F23 Astronomy & space,S08,Time series,D,Data-driven,domain-signature,standard,EE,astronomy;planetary,batman; exoplanet; juliet,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
P530,Radial velocity curve,,F23 Astronomy & space,S08,Time series,D,Data-driven,domain-signature,standard,EE,astronomy;planetary,RadVel; exoplanet,69,Line chart;Multi-series line chart;Area chart;Stacked area chart;Step chart;Gantt chart;Timeline;Control chart;Recurrence plot;Bump chart;Stream graph;Sparkline;Horizon chart;Cycle plot;Seasonal decomposition plot;Run chart;Moving average overlay chart;Lexis diagram;Marey chart;Fan chart;Epidemic curve;Compartmental model trajectory plot;Age-period-cohort plot;Life table survival plot;Pseudotime t
